Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Adonis,Lead Agent Platform Product Manager,Remote,adonis-lead-agent-platform-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-hmcoi4,https://welc.ing/packets/pkt-hmcoi4/resume-light.pdf,https://welc.ing/packets/pkt-hmcoi4/resume.pdf,https://welc.ing/packets/pkt-hmcoi4/cover-letter.txt,https://welc.ing/packets/pkt-hmcoi4/cover-letter.pdf,https://welc.ing/packets/pkt-hmcoi4/pitch.html,
Adonis,Lead Agent Platform Technical Product Manager,Remote,adonis-lead-agent-platform-technical-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-18fthfi,https://welc.ing/packets/pkt-18fthfi/resume-light.pdf,https://welc.ing/packets/pkt-18fthfi/resume.pdf,https://welc.ing/packets/pkt-18fthfi/cover-letter.txt,https://welc.ing/packets/pkt-18fthfi/cover-letter.pdf,https://welc.ing/packets/pkt-18fthfi/pitch.html,
Adonis,Lead AI Agents Product Manager,Remote,adonis-lead-ai-agents-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-qei5ya,https://welc.ing/packets/pkt-qei5ya/resume-light.pdf,https://welc.ing/packets/pkt-qei5ya/resume.pdf,https://welc.ing/packets/pkt-qei5ya/cover-letter.txt,https://welc.ing/packets/pkt-qei5ya/cover-letter.pdf,https://welc.ing/packets/pkt-qei5ya/pitch.html,
Adonis,Lead AI Agents Technical Product Manager,Remote,adonis-lead-ai-agents-technical-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-1gacl88,https://welc.ing/packets/pkt-1gacl88/resume-light.pdf,https://welc.ing/packets/pkt-1gacl88/resume.pdf,https://welc.ing/packets/pkt-1gacl88/cover-letter.txt,https://welc.ing/packets/pkt-1gacl88/cover-letter.pdf,https://welc.ing/packets/pkt-1gacl88/pitch.html,
Adonis,Lead AI Developer Experience Product Manager,Remote,adonis-lead-ai-developer-experience-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-y6qgx1,https://welc.ing/packets/pkt-y6qgx1/resume-light.pdf,https://welc.ing/packets/pkt-y6qgx1/resume.pdf,https://welc.ing/packets/pkt-y6qgx1/cover-letter.txt,https://welc.ing/packets/pkt-y6qgx1/cover-letter.pdf,https://welc.ing/packets/pkt-y6qgx1/pitch.html,
Adonis,Lead AI Developer Experience Technical Product Manager,Remote,adonis-lead-ai-developer-experience-technical-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-nmh68j,https://welc.ing/packets/pkt-nmh68j/resume-light.pdf,https://welc.ing/packets/pkt-nmh68j/resume.pdf,https://welc.ing/packets/pkt-nmh68j/cover-letter.txt,https://welc.ing/packets/pkt-nmh68j/cover-letter.pdf,https://welc.ing/packets/pkt-nmh68j/pitch.html,
Adonis,Lead AI Infrastructure Product Manager,Remote,adonis-lead-ai-infrastructure-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-8tk1bn,https://welc.ing/packets/pkt-8tk1bn/resume-light.pdf,https://welc.ing/packets/pkt-8tk1bn/resume.pdf,https://welc.ing/packets/pkt-8tk1bn/cover-letter.txt,https://welc.ing/packets/pkt-8tk1bn/cover-letter.pdf,https://welc.ing/packets/pkt-8tk1bn/pitch.html,
Adonis,Lead AI Infrastructure Technical Product Manager,Remote,adonis-lead-ai-infrastructure-technical-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-9x7s5,https://welc.ing/packets/pkt-9x7s5/resume-light.pdf,https://welc.ing/packets/pkt-9x7s5/resume.pdf,https://welc.ing/packets/pkt-9x7s5/cover-letter.txt,https://welc.ing/packets/pkt-9x7s5/cover-letter.pdf,https://welc.ing/packets/pkt-9x7s5/pitch.html,
Adonis,Lead AI Platform Product Manager,Remote,adonis-lead-ai-platform-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-1liys6f,https://welc.ing/packets/pkt-1liys6f/resume-light.pdf,https://welc.ing/packets/pkt-1liys6f/resume.pdf,https://welc.ing/packets/pkt-1liys6f/cover-letter.txt,https://welc.ing/packets/pkt-1liys6f/cover-letter.pdf,https://welc.ing/packets/pkt-1liys6f/pitch.html,
Adonis,Lead AI Platform Technical Product Manager,Remote,adonis-lead-ai-platform-technical-product-manager,curated-role,https://jobs.smartrecruiters.com/adonis,live,,https://welc.ing/r/pkt-141ts6p,https://welc.ing/packets/pkt-141ts6p/resume-light.pdf,https://welc.ing/packets/pkt-141ts6p/resume.pdf,https://welc.ing/packets/pkt-141ts6p/cover-letter.txt,https://welc.ing/packets/pkt-141ts6p/cover-letter.pdf,https://welc.ing/packets/pkt-141ts6p/pitch.html,
