Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
BNY,"Director, POM Technical Product Management, AI Hub","New York, NY",bny-director-pom-technical-product-management-ai-hub,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-q12gvb,https://welc.ing/packets/pkt-q12gvb/resume-light.pdf,https://welc.ing/packets/pkt-q12gvb/resume.pdf,https://welc.ing/packets/pkt-q12gvb/cover-letter.txt,https://welc.ing/packets/pkt-q12gvb/cover-letter.pdf,https://welc.ing/packets/pkt-q12gvb/pitch.html,https://welc.ing/packets/pkt-q12gvb/pitch.mp4
BNY,"Director, Product Manager, Developer Experience, AI","New York, NY",bny-director-product-manager-developer-experience-ai,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-dikz3y,https://welc.ing/packets/pkt-dikz3y/resume-light.pdf,https://welc.ing/packets/pkt-dikz3y/resume.pdf,https://welc.ing/packets/pkt-dikz3y/cover-letter.txt,https://welc.ing/packets/pkt-dikz3y/cover-letter.pdf,https://welc.ing/packets/pkt-dikz3y/pitch.html,https://welc.ing/packets/pkt-dikz3y/pitch.mp4
Bubble,"Senior Product Manager, AI",New York City Metropolitan Area,bubble-senior-product-manager-ai,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-qepzbd,https://welc.ing/packets/pkt-qepzbd/resume-light.pdf,https://welc.ing/packets/pkt-qepzbd/resume.pdf,https://welc.ing/packets/pkt-qepzbd/cover-letter.txt,https://welc.ing/packets/pkt-qepzbd/cover-letter.pdf,https://welc.ing/packets/pkt-qepzbd/pitch.html,https://welc.ing/packets/pkt-qepzbd/pitch.mp4
Datadog,"Product Manager II, AI & Data Security","New York, NY",datadog-product-manager-ii-ai-data-security,curated-role,https://boards.greenhouse.io/datadog,live,,https://welc.ing/r/pkt-1qmsedp,https://welc.ing/packets/pkt-1qmsedp/resume-light.pdf,https://welc.ing/packets/pkt-1qmsedp/resume.pdf,https://welc.ing/packets/pkt-1qmsedp/cover-letter.txt,https://welc.ing/packets/pkt-1qmsedp/cover-letter.pdf,https://welc.ing/packets/pkt-1qmsedp/pitch.html,https://welc.ing/packets/pkt-1qmsedp/pitch.mp4
exacare ai,"Product Manager, Data","New York, NY",exacare-ai-product-manager-data,curated-role,,,,https://welc.ing/r/pkt-xtx1sg,https://welc.ing/packets/pkt-xtx1sg/resume-light.pdf,https://welc.ing/packets/pkt-xtx1sg/resume.pdf,https://welc.ing/packets/pkt-xtx1sg/cover-letter.txt,https://welc.ing/packets/pkt-xtx1sg/cover-letter.pdf,https://welc.ing/packets/pkt-xtx1sg/pitch.html,https://welc.ing/packets/pkt-xtx1sg/pitch.mp4
Gradial,Forward Deployed Product Manager,"New York, NY",gradial-forward-deployed-product-manager,curated-role,https://boards.greenhouse.io/gradial,live,,https://welc.ing/r/pkt-7nad9c,https://welc.ing/packets/pkt-7nad9c/resume-light.pdf,https://welc.ing/packets/pkt-7nad9c/resume.pdf,https://welc.ing/packets/pkt-7nad9c/cover-letter.txt,https://welc.ing/packets/pkt-7nad9c/cover-letter.pdf,https://welc.ing/packets/pkt-7nad9c/pitch.html,https://welc.ing/packets/pkt-7nad9c/pitch.mp4
Gusto,"Senior Product Manager, Document Studio","New York, NY",gusto-senior-product-manager-document-studio,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-sv08j7,https://welc.ing/packets/pkt-sv08j7/resume-light.pdf,https://welc.ing/packets/pkt-sv08j7/resume.pdf,https://welc.ing/packets/pkt-sv08j7/cover-letter.txt,https://welc.ing/packets/pkt-sv08j7/cover-letter.pdf,https://welc.ing/packets/pkt-sv08j7/pitch.html,https://welc.ing/packets/pkt-sv08j7/pitch.mp4
JPMorganChase,"Vice President, Product Manager — Identity","New York, NY",jpmorganchase-vice-president-product-manager-identity,curated-role,https://careers.jpmorganchase.com,live,,https://welc.ing/r/pkt-jqhlgd,https://welc.ing/packets/pkt-jqhlgd/resume-light.pdf,https://welc.ing/packets/pkt-jqhlgd/resume.pdf,https://welc.ing/packets/pkt-jqhlgd/cover-letter.txt,https://welc.ing/packets/pkt-jqhlgd/cover-letter.pdf,https://welc.ing/packets/pkt-jqhlgd/pitch.html,https://welc.ing/packets/pkt-jqhlgd/pitch.mp4
LangChain,"Product Manager, LangSmith","New York, NY",langchain-product-manager-langsmith,curated-role,https://www.langchain.com/careers,live,,https://welc.ing/r/pkt-zqu9iy,https://welc.ing/packets/pkt-zqu9iy/resume-light.pdf,https://welc.ing/packets/pkt-zqu9iy/resume.pdf,https://welc.ing/packets/pkt-zqu9iy/cover-letter.txt,https://welc.ing/packets/pkt-zqu9iy/cover-letter.pdf,https://welc.ing/packets/pkt-zqu9iy/pitch.html,https://welc.ing/packets/pkt-zqu9iy/pitch.mp4
LangChain,"Product Manager, LangSmith (Metro)",New York City Metropolitan Area,langchain-product-manager-langsmith-metro,curated-role,https://www.langchain.com/careers,live,,https://welc.ing/r/pkt-ecuj5m,https://welc.ing/packets/pkt-ecuj5m/resume-light.pdf,https://welc.ing/packets/pkt-ecuj5m/resume.pdf,https://welc.ing/packets/pkt-ecuj5m/cover-letter.txt,https://welc.ing/packets/pkt-ecuj5m/cover-letter.pdf,https://welc.ing/packets/pkt-ecuj5m/pitch.html,https://welc.ing/packets/pkt-ecuj5m/pitch.mp4
Legora,Senior Product Manager,"New York, NY",legora-senior-product-manager,curated-role,https://www.legora.com/careers,live,,https://welc.ing/r/pkt-10odjde,https://welc.ing/packets/pkt-10odjde/resume-light.pdf,https://welc.ing/packets/pkt-10odjde/resume.pdf,https://welc.ing/packets/pkt-10odjde/cover-letter.txt,https://welc.ing/packets/pkt-10odjde/cover-letter.pdf,https://welc.ing/packets/pkt-10odjde/pitch.html,https://welc.ing/packets/pkt-10odjde/pitch.mp4
Mercury,Senior Product Manager - API & Agentic Banking,"New York, NY",mercury-senior-product-manager-api-agentic-banking,curated-role,https://boards.greenhouse.io/mercury,live,,https://welc.ing/r/pkt-t9kjcl,https://welc.ing/packets/pkt-t9kjcl/resume-light.pdf,https://welc.ing/packets/pkt-t9kjcl/resume.pdf,https://welc.ing/packets/pkt-t9kjcl/cover-letter.txt,https://welc.ing/packets/pkt-t9kjcl/cover-letter.pdf,https://welc.ing/packets/pkt-t9kjcl/pitch.html,
Rogo,Product Manager | Security,"New York, NY",rogo-product-manager-security,curated-role,https://jobs.ashbyhq.com/rogo,unknown,,https://welc.ing/r/pkt-thmq0j,https://welc.ing/packets/pkt-thmq0j/resume-light.pdf,https://welc.ing/packets/pkt-thmq0j/resume.pdf,https://welc.ing/packets/pkt-thmq0j/cover-letter.txt,https://welc.ing/packets/pkt-thmq0j/cover-letter.pdf,https://welc.ing/packets/pkt-thmq0j/pitch.html,
The D. E. Shaw Group,Senior Product Manager - Applied AI,"New York, NY",the-d-e-shaw-group-senior-product-manager-applied-ai,curated-role,,,,https://welc.ing/r/pkt-14g58t5,https://welc.ing/packets/pkt-14g58t5/resume-light.pdf,https://welc.ing/packets/pkt-14g58t5/resume.pdf,https://welc.ing/packets/pkt-14g58t5/cover-letter.txt,https://welc.ing/packets/pkt-14g58t5/cover-letter.pdf,https://welc.ing/packets/pkt-14g58t5/pitch.html,
Twilio,Staff Product Manager - Enterprise AI,United States,twilio-staff-product-manager-enterprise-ai,curated-role,https://boards.greenhouse.io/twilio,live,,https://welc.ing/r/pkt-1btd6at,https://welc.ing/packets/pkt-1btd6at/resume-light.pdf,https://welc.ing/packets/pkt-1btd6at/resume.pdf,https://welc.ing/packets/pkt-1btd6at/cover-letter.txt,https://welc.ing/packets/pkt-1btd6at/cover-letter.pdf,https://welc.ing/packets/pkt-1btd6at/pitch.html,
Bain & Company,"Expert Manager, Product Management & Innovation","New York, NY",bain-company-expert-manager-product-management-innovation,curated-role,,,,https://welc.ing/r/pkt-1t5few2,https://welc.ing/packets/pkt-1t5few2/resume-light.pdf,https://welc.ing/packets/pkt-1t5few2/resume.pdf,https://welc.ing/packets/pkt-1t5few2/cover-letter.txt,https://welc.ing/packets/pkt-1t5few2/cover-letter.pdf,https://welc.ing/packets/pkt-1t5few2/pitch.html,
