Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Gusto,Senior AI Developer Experience Technical Product Manager,Remote,gusto-senior-ai-developer-experience-technical-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-cb8paz,https://welc.ing/packets/pkt-cb8paz/resume-light.pdf,https://welc.ing/packets/pkt-cb8paz/resume.pdf,https://welc.ing/packets/pkt-cb8paz/cover-letter.txt,https://welc.ing/packets/pkt-cb8paz/cover-letter.pdf,https://welc.ing/packets/pkt-cb8paz/pitch.html,
Gusto,Senior AI Infrastructure Product Manager,Remote,gusto-senior-ai-infrastructure-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-1t8vocr,https://welc.ing/packets/pkt-1t8vocr/resume-light.pdf,https://welc.ing/packets/pkt-1t8vocr/resume.pdf,https://welc.ing/packets/pkt-1t8vocr/cover-letter.txt,https://welc.ing/packets/pkt-1t8vocr/cover-letter.pdf,https://welc.ing/packets/pkt-1t8vocr/pitch.html,
Gusto,Senior AI Infrastructure Technical Product Manager,Remote,gusto-senior-ai-infrastructure-technical-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-7woib1,https://welc.ing/packets/pkt-7woib1/resume-light.pdf,https://welc.ing/packets/pkt-7woib1/resume.pdf,https://welc.ing/packets/pkt-7woib1/cover-letter.txt,https://welc.ing/packets/pkt-7woib1/cover-letter.pdf,https://welc.ing/packets/pkt-7woib1/pitch.html,
Gusto,Senior AI Platform Product Manager,Remote,gusto-senior-ai-platform-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-6ldyjz,https://welc.ing/packets/pkt-6ldyjz/resume-light.pdf,https://welc.ing/packets/pkt-6ldyjz/resume.pdf,https://welc.ing/packets/pkt-6ldyjz/cover-letter.txt,https://welc.ing/packets/pkt-6ldyjz/cover-letter.pdf,https://welc.ing/packets/pkt-6ldyjz/pitch.html,
Gusto,Senior AI Platform Technical Product Manager,Remote,gusto-senior-ai-platform-technical-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-197l67d,https://welc.ing/packets/pkt-197l67d/resume-light.pdf,https://welc.ing/packets/pkt-197l67d/resume.pdf,https://welc.ing/packets/pkt-197l67d/cover-letter.txt,https://welc.ing/packets/pkt-197l67d/cover-letter.pdf,https://welc.ing/packets/pkt-197l67d/pitch.html,
Gusto,Senior AI Trust & Safety Product Manager,Remote,gusto-senior-ai-trust-safety-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-14a9wgr,https://welc.ing/packets/pkt-14a9wgr/resume-light.pdf,https://welc.ing/packets/pkt-14a9wgr/resume.pdf,https://welc.ing/packets/pkt-14a9wgr/cover-letter.txt,https://welc.ing/packets/pkt-14a9wgr/cover-letter.pdf,https://welc.ing/packets/pkt-14a9wgr/pitch.html,
Gusto,Senior AI Trust & Safety Technical Product Manager,Remote,gusto-senior-ai-trust-safety-technical-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-5sxie5,https://welc.ing/packets/pkt-5sxie5/resume-light.pdf,https://welc.ing/packets/pkt-5sxie5/resume.pdf,https://welc.ing/packets/pkt-5sxie5/cover-letter.txt,https://welc.ing/packets/pkt-5sxie5/cover-letter.pdf,https://welc.ing/packets/pkt-5sxie5/pitch.html,
Gusto,Senior Applied AI Product Manager,Remote,gusto-senior-applied-ai-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-lf51z5,https://welc.ing/packets/pkt-lf51z5/resume-light.pdf,https://welc.ing/packets/pkt-lf51z5/resume.pdf,https://welc.ing/packets/pkt-lf51z5/cover-letter.txt,https://welc.ing/packets/pkt-lf51z5/cover-letter.pdf,https://welc.ing/packets/pkt-lf51z5/pitch.html,
Gusto,Senior Applied AI Technical Product Manager,Remote,gusto-senior-applied-ai-technical-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-yj933b,https://welc.ing/packets/pkt-yj933b/resume-light.pdf,https://welc.ing/packets/pkt-yj933b/resume.pdf,https://welc.ing/packets/pkt-yj933b/cover-letter.txt,https://welc.ing/packets/pkt-yj933b/cover-letter.pdf,https://welc.ing/packets/pkt-yj933b/pitch.html,
Gusto,Senior Document AI Product Manager,Remote,gusto-senior-document-ai-product-manager,curated-role,https://boards.greenhouse.io/gusto,live,,https://welc.ing/r/pkt-11mhi7z,https://welc.ing/packets/pkt-11mhi7z/resume-light.pdf,https://welc.ing/packets/pkt-11mhi7z/resume.pdf,https://welc.ing/packets/pkt-11mhi7z/cover-letter.txt,https://welc.ing/packets/pkt-11mhi7z/cover-letter.pdf,https://welc.ing/packets/pkt-11mhi7z/pitch.html,
