Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
BNY,Principal AI Developer Experience Technical Product Manager,Remote,bny-principal-ai-developer-experience-technical-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-1oq34rq,https://welc.ing/packets/pkt-1oq34rq/resume-light.pdf,https://welc.ing/packets/pkt-1oq34rq/resume.pdf,https://welc.ing/packets/pkt-1oq34rq/cover-letter.txt,https://welc.ing/packets/pkt-1oq34rq/cover-letter.pdf,https://welc.ing/packets/pkt-1oq34rq/pitch.html,
BNY,Principal AI Infrastructure Product Manager,Remote,bny-principal-ai-infrastructure-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-1ezqmv2,https://welc.ing/packets/pkt-1ezqmv2/resume-light.pdf,https://welc.ing/packets/pkt-1ezqmv2/resume.pdf,https://welc.ing/packets/pkt-1ezqmv2/cover-letter.txt,https://welc.ing/packets/pkt-1ezqmv2/cover-letter.pdf,https://welc.ing/packets/pkt-1ezqmv2/pitch.html,
BNY,Principal AI Infrastructure Technical Product Manager,Remote,bny-principal-ai-infrastructure-technical-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-pomqos,https://welc.ing/packets/pkt-pomqos/resume-light.pdf,https://welc.ing/packets/pkt-pomqos/resume.pdf,https://welc.ing/packets/pkt-pomqos/cover-letter.txt,https://welc.ing/packets/pkt-pomqos/cover-letter.pdf,https://welc.ing/packets/pkt-pomqos/pitch.html,
BNY,Principal AI Platform Product Manager,Remote,bny-principal-ai-platform-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-xzblki,https://welc.ing/packets/pkt-xzblki/resume-light.pdf,https://welc.ing/packets/pkt-xzblki/resume.pdf,https://welc.ing/packets/pkt-xzblki/cover-letter.txt,https://welc.ing/packets/pkt-xzblki/cover-letter.pdf,https://welc.ing/packets/pkt-xzblki/pitch.html,
BNY,Principal AI Platform Technical Product Manager,Remote,bny-principal-ai-platform-technical-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-19k0rqg,https://welc.ing/packets/pkt-19k0rqg/resume-light.pdf,https://welc.ing/packets/pkt-19k0rqg/resume.pdf,https://welc.ing/packets/pkt-19k0rqg/cover-letter.txt,https://welc.ing/packets/pkt-19k0rqg/cover-letter.pdf,https://welc.ing/packets/pkt-19k0rqg/pitch.html,
BNY,Principal AI Trust & Safety Product Manager,Remote,bny-principal-ai-trust-safety-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-7xhusu,https://welc.ing/packets/pkt-7xhusu/resume-light.pdf,https://welc.ing/packets/pkt-7xhusu/resume.pdf,https://welc.ing/packets/pkt-7xhusu/cover-letter.txt,https://welc.ing/packets/pkt-7xhusu/cover-letter.pdf,https://welc.ing/packets/pkt-7xhusu/pitch.html,
BNY,Principal AI Trust & Safety Technical Product Manager,Remote,bny-principal-ai-trust-safety-technical-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-m5dcvg,https://welc.ing/packets/pkt-m5dcvg/resume-light.pdf,https://welc.ing/packets/pkt-m5dcvg/resume.pdf,https://welc.ing/packets/pkt-m5dcvg/cover-letter.txt,https://welc.ing/packets/pkt-m5dcvg/cover-letter.pdf,https://welc.ing/packets/pkt-m5dcvg/pitch.html,
BNY,Principal Applied AI Product Manager,Remote,bny-principal-applied-ai-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-195rbvm,https://welc.ing/packets/pkt-195rbvm/resume-light.pdf,https://welc.ing/packets/pkt-195rbvm/resume.pdf,https://welc.ing/packets/pkt-195rbvm/cover-letter.txt,https://welc.ing/packets/pkt-195rbvm/cover-letter.pdf,https://welc.ing/packets/pkt-195rbvm/pitch.html,
BNY,Principal Applied AI Technical Product Manager,Remote,bny-principal-applied-ai-technical-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-12gyhbs,https://welc.ing/packets/pkt-12gyhbs/resume-light.pdf,https://welc.ing/packets/pkt-12gyhbs/resume.pdf,https://welc.ing/packets/pkt-12gyhbs/cover-letter.txt,https://welc.ing/packets/pkt-12gyhbs/cover-letter.pdf,https://welc.ing/packets/pkt-12gyhbs/pitch.html,
BNY,Principal Document AI Product Manager,Remote,bny-principal-document-ai-product-manager,curated-role,https://www.bny.com/careers,live,,https://welc.ing/r/pkt-kpb6tq,https://welc.ing/packets/pkt-kpb6tq/resume-light.pdf,https://welc.ing/packets/pkt-kpb6tq/resume.pdf,https://welc.ing/packets/pkt-kpb6tq/cover-letter.txt,https://welc.ing/packets/pkt-kpb6tq/cover-letter.pdf,https://welc.ing/packets/pkt-kpb6tq/pitch.html,
