Company,Role Title,Location,Slug,Source,Submission URL,Submission Status,Submission Fingerprint,Welc.ing Packet URL (welc.ing/r/<id>),Resume PDF (light),Resume PDF (print),Cover Letter TXT,Cover Letter PDF,Pitch HTML,Pitch MP4 (if present)
Bubble,Staff AI Developer Experience Product Manager,Remote,bubble-staff-ai-developer-experience-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1l32ddj,https://welc.ing/packets/pkt-1l32ddj/resume-light.pdf,https://welc.ing/packets/pkt-1l32ddj/resume.pdf,https://welc.ing/packets/pkt-1l32ddj/cover-letter.txt,https://welc.ing/packets/pkt-1l32ddj/cover-letter.pdf,https://welc.ing/packets/pkt-1l32ddj/pitch.html,
Bubble,Staff AI Developer Experience Technical Product Manager,Remote,bubble-staff-ai-developer-experience-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-16o6wbl,https://welc.ing/packets/pkt-16o6wbl/resume-light.pdf,https://welc.ing/packets/pkt-16o6wbl/resume.pdf,https://welc.ing/packets/pkt-16o6wbl/cover-letter.txt,https://welc.ing/packets/pkt-16o6wbl/cover-letter.pdf,https://welc.ing/packets/pkt-16o6wbl/pitch.html,
Bubble,Staff AI Infrastructure Product Manager,Remote,bubble-staff-ai-infrastructure-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1vpia2p,https://welc.ing/packets/pkt-1vpia2p/resume-light.pdf,https://welc.ing/packets/pkt-1vpia2p/resume.pdf,https://welc.ing/packets/pkt-1vpia2p/cover-letter.txt,https://welc.ing/packets/pkt-1vpia2p/cover-letter.pdf,https://welc.ing/packets/pkt-1vpia2p/pitch.html,
Bubble,Staff AI Infrastructure Technical Product Manager,Remote,bubble-staff-ai-infrastructure-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-16lkxpj,https://welc.ing/packets/pkt-16lkxpj/resume-light.pdf,https://welc.ing/packets/pkt-16lkxpj/resume.pdf,https://welc.ing/packets/pkt-16lkxpj/cover-letter.txt,https://welc.ing/packets/pkt-16lkxpj/cover-letter.pdf,https://welc.ing/packets/pkt-16lkxpj/pitch.html,
Bubble,Staff AI Platform Product Manager,Remote,bubble-staff-ai-platform-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1fw5b1p,https://welc.ing/packets/pkt-1fw5b1p/resume-light.pdf,https://welc.ing/packets/pkt-1fw5b1p/resume.pdf,https://welc.ing/packets/pkt-1fw5b1p/cover-letter.txt,https://welc.ing/packets/pkt-1fw5b1p/cover-letter.pdf,https://welc.ing/packets/pkt-1fw5b1p/pitch.html,
Bubble,Staff AI Platform Technical Product Manager,Remote,bubble-staff-ai-platform-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1h5d96z,https://welc.ing/packets/pkt-1h5d96z/resume-light.pdf,https://welc.ing/packets/pkt-1h5d96z/resume.pdf,https://welc.ing/packets/pkt-1h5d96z/cover-letter.txt,https://welc.ing/packets/pkt-1h5d96z/cover-letter.pdf,https://welc.ing/packets/pkt-1h5d96z/pitch.html,
Bubble,Staff AI Trust & Safety Product Manager,Remote,bubble-staff-ai-trust-safety-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1y96d7p,https://welc.ing/packets/pkt-1y96d7p/resume-light.pdf,https://welc.ing/packets/pkt-1y96d7p/resume.pdf,https://welc.ing/packets/pkt-1y96d7p/cover-letter.txt,https://welc.ing/packets/pkt-1y96d7p/cover-letter.pdf,https://welc.ing/packets/pkt-1y96d7p/pitch.html,
Bubble,Staff AI Trust & Safety Technical Product Manager,Remote,bubble-staff-ai-trust-safety-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-15yg7n,https://welc.ing/packets/pkt-15yg7n/resume-light.pdf,https://welc.ing/packets/pkt-15yg7n/resume.pdf,https://welc.ing/packets/pkt-15yg7n/cover-letter.txt,https://welc.ing/packets/pkt-15yg7n/cover-letter.pdf,https://welc.ing/packets/pkt-15yg7n/pitch.html,
Bubble,Staff Applied AI Product Manager,Remote,bubble-staff-applied-ai-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-juow3z,https://welc.ing/packets/pkt-juow3z/resume-light.pdf,https://welc.ing/packets/pkt-juow3z/resume.pdf,https://welc.ing/packets/pkt-juow3z/cover-letter.txt,https://welc.ing/packets/pkt-juow3z/cover-letter.pdf,https://welc.ing/packets/pkt-juow3z/pitch.html,
Bubble,Staff Applied AI Technical Product Manager,Remote,bubble-staff-applied-ai-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-m2cyyx,https://welc.ing/packets/pkt-m2cyyx/resume-light.pdf,https://welc.ing/packets/pkt-m2cyyx/resume.pdf,https://welc.ing/packets/pkt-m2cyyx/cover-letter.txt,https://welc.ing/packets/pkt-m2cyyx/cover-letter.pdf,https://welc.ing/packets/pkt-m2cyyx/pitch.html,
Bubble,Staff Document AI Product Manager,Remote,bubble-staff-document-ai-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-upxpzx,https://welc.ing/packets/pkt-upxpzx/resume-light.pdf,https://welc.ing/packets/pkt-upxpzx/resume.pdf,https://welc.ing/packets/pkt-upxpzx/cover-letter.txt,https://welc.ing/packets/pkt-upxpzx/cover-letter.pdf,https://welc.ing/packets/pkt-upxpzx/pitch.html,
Bubble,Staff Document AI Technical Product Manager,Remote,bubble-staff-document-ai-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1txl923,https://welc.ing/packets/pkt-1txl923/resume-light.pdf,https://welc.ing/packets/pkt-1txl923/resume.pdf,https://welc.ing/packets/pkt-1txl923/cover-letter.txt,https://welc.ing/packets/pkt-1txl923/cover-letter.pdf,https://welc.ing/packets/pkt-1txl923/pitch.html,
Bubble,Staff Identity Product Manager,Remote,bubble-staff-identity-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1ak3e8b,https://welc.ing/packets/pkt-1ak3e8b/resume-light.pdf,https://welc.ing/packets/pkt-1ak3e8b/resume.pdf,https://welc.ing/packets/pkt-1ak3e8b/cover-letter.txt,https://welc.ing/packets/pkt-1ak3e8b/cover-letter.pdf,https://welc.ing/packets/pkt-1ak3e8b/pitch.html,
Bubble,Staff Identity Technical Product Manager,Remote,bubble-staff-identity-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-2wv5yl,https://welc.ing/packets/pkt-2wv5yl/resume-light.pdf,https://welc.ing/packets/pkt-2wv5yl/resume.pdf,https://welc.ing/packets/pkt-2wv5yl/cover-letter.txt,https://welc.ing/packets/pkt-2wv5yl/cover-letter.pdf,https://welc.ing/packets/pkt-2wv5yl/pitch.html,
Bubble,Staff LLM Platform Product Manager,Remote,bubble-staff-llm-platform-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-p6o5fk,https://welc.ing/packets/pkt-p6o5fk/resume-light.pdf,https://welc.ing/packets/pkt-p6o5fk/resume.pdf,https://welc.ing/packets/pkt-p6o5fk/cover-letter.txt,https://welc.ing/packets/pkt-p6o5fk/cover-letter.pdf,https://welc.ing/packets/pkt-p6o5fk/pitch.html,
Bubble,Staff LLM Platform Technical Product Manager,Remote,bubble-staff-llm-platform-technical-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-1igth9m,https://welc.ing/packets/pkt-1igth9m/resume-light.pdf,https://welc.ing/packets/pkt-1igth9m/resume.pdf,https://welc.ing/packets/pkt-1igth9m/cover-letter.txt,https://welc.ing/packets/pkt-1igth9m/cover-letter.pdf,https://welc.ing/packets/pkt-1igth9m/pitch.html,
Bubble,Staff Product Manager,Remote,bubble-staff-product-manager,curated-role,https://www.bubble.com/careers,live,,https://welc.ing/r/pkt-egsm1e,https://welc.ing/packets/pkt-egsm1e/resume-light.pdf,https://welc.ing/packets/pkt-egsm1e/resume.pdf,https://welc.ing/packets/pkt-egsm1e/cover-letter.txt,https://welc.ing/packets/pkt-egsm1e/cover-letter.pdf,https://welc.ing/packets/pkt-egsm1e/pitch.html,
Capital One,"Manager, Product Management - Customer Assist Observability","New York, NY",capital-one-manager-product-management-customer-assist-observability,curated-role,,,,https://welc.ing/r/pkt-1ka5gwh,https://welc.ing/packets/pkt-1ka5gwh/resume-light.pdf,https://welc.ing/packets/pkt-1ka5gwh/resume.pdf,https://welc.ing/packets/pkt-1ka5gwh/cover-letter.txt,https://welc.ing/packets/pkt-1ka5gwh/cover-letter.pdf,https://welc.ing/packets/pkt-1ka5gwh/pitch.html,
Capital One,"Manager, Product Management - Enterprise AI/ML","New York, NY",capital-one-manager-product-management-enterprise-ai-ml,curated-role,,,,https://welc.ing/r/pkt-h3vkx9,https://welc.ing/packets/pkt-h3vkx9/resume-light.pdf,https://welc.ing/packets/pkt-h3vkx9/resume.pdf,https://welc.ing/packets/pkt-h3vkx9/cover-letter.txt,https://welc.ing/packets/pkt-h3vkx9/cover-letter.pdf,https://welc.ing/packets/pkt-h3vkx9/pitch.html,
Cedar,Principal Product Manager (AI/ML Personalization Platform),"New York, NY",cedar-principal-product-manager-ai-ml-personalization-platform,curated-role,https://www.cedar.com/careers,live,,https://welc.ing/r/pkt-x1jce3,https://welc.ing/packets/pkt-x1jce3/resume-light.pdf,https://welc.ing/packets/pkt-x1jce3/resume.pdf,https://welc.ing/packets/pkt-x1jce3/cover-letter.txt,https://welc.ing/packets/pkt-x1jce3/cover-letter.pdf,https://welc.ing/packets/pkt-x1jce3/pitch.html,
Circle,"Lead Product Manager, Token (Chicago)",Greater Chicago Area,circle-lead-product-manager-token-chicago,curated-role,https://careers.circle.com,live,,https://welc.ing/r/pkt-8zfwwx,https://welc.ing/packets/pkt-8zfwwx/resume-light.pdf,https://welc.ing/packets/pkt-8zfwwx/resume.pdf,https://welc.ing/packets/pkt-8zfwwx/cover-letter.txt,https://welc.ing/packets/pkt-8zfwwx/cover-letter.pdf,https://welc.ing/packets/pkt-8zfwwx/pitch.html,
Circle,"Lead Product Manager, Token (Tampa)",Greater Tampa Bay Area,circle-lead-product-manager-token-tampa,curated-role,https://careers.circle.com,live,,https://welc.ing/r/pkt-towtdc,https://welc.ing/packets/pkt-towtdc/resume-light.pdf,https://welc.ing/packets/pkt-towtdc/resume.pdf,https://welc.ing/packets/pkt-towtdc/cover-letter.txt,https://welc.ing/packets/pkt-towtdc/cover-letter.pdf,https://welc.ing/packets/pkt-towtdc/pitch.html,
Cockroach Labs,Staff Product Manager (Data Onboarding),"New York, NY",cockroach-labs-staff-product-manager-data-onboarding,curated-role,https://boards.greenhouse.io/cockroachlabs,live,,https://welc.ing/r/pkt-170x7yr,https://welc.ing/packets/pkt-170x7yr/resume-light.pdf,https://welc.ing/packets/pkt-170x7yr/resume.pdf,https://welc.ing/packets/pkt-170x7yr/cover-letter.txt,https://welc.ing/packets/pkt-170x7yr/cover-letter.pdf,https://welc.ing/packets/pkt-170x7yr/pitch.html,
Compass,Senior Product Manager II,"New York, NY",compass-senior-product-manager-ii,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-y4u295,https://welc.ing/packets/pkt-y4u295/resume-light.pdf,https://welc.ing/packets/pkt-y4u295/resume.pdf,https://welc.ing/packets/pkt-y4u295/cover-letter.txt,https://welc.ing/packets/pkt-y4u295/cover-letter.pdf,https://welc.ing/packets/pkt-y4u295/pitch.html,
Compass,Senior Product Manager II - Consumer Search,"New York, NY",compass-senior-product-manager-ii-consumer-search,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-a57hsn,https://welc.ing/packets/pkt-a57hsn/resume-light.pdf,https://welc.ing/packets/pkt-a57hsn/resume.pdf,https://welc.ing/packets/pkt-a57hsn/cover-letter.txt,https://welc.ing/packets/pkt-a57hsn/cover-letter.pdf,https://welc.ing/packets/pkt-a57hsn/pitch.html,
Compass,Staff Product Manager - SEO,"New York, NY",compass-staff-product-manager-seo,curated-role,https://www.compass.com/careers,live,,https://welc.ing/r/pkt-1ey194u,https://welc.ing/packets/pkt-1ey194u/resume-light.pdf,https://welc.ing/packets/pkt-1ey194u/resume.pdf,https://welc.ing/packets/pkt-1ey194u/cover-letter.txt,https://welc.ing/packets/pkt-1ey194u/cover-letter.pdf,https://welc.ing/packets/pkt-1ey194u/pitch.html,
CoreWeave,"Senior Product Manager, Data Center","New York, NY",coreweave-senior-product-manager-data-center,curated-role,https://boards.greenhouse.io/coreweave,live,,https://welc.ing/r/pkt-1rqz1gu,https://welc.ing/packets/pkt-1rqz1gu/resume-light.pdf,https://welc.ing/packets/pkt-1rqz1gu/resume.pdf,https://welc.ing/packets/pkt-1rqz1gu/cover-letter.txt,https://welc.ing/packets/pkt-1rqz1gu/cover-letter.pdf,https://welc.ing/packets/pkt-1rqz1gu/pitch.html,
CoreWeave,"Senior Product Manager, GTM","New York, NY",coreweave-senior-product-manager-gtm,curated-role,https://boards.greenhouse.io/coreweave,live,,https://welc.ing/r/pkt-1paf8hi,https://welc.ing/packets/pkt-1paf8hi/resume-light.pdf,https://welc.ing/packets/pkt-1paf8hi/resume.pdf,https://welc.ing/packets/pkt-1paf8hi/cover-letter.txt,https://welc.ing/packets/pkt-1paf8hi/cover-letter.pdf,https://welc.ing/packets/pkt-1paf8hi/pitch.html,
